"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	« Nous avons à présent des souris de 4 mois qui ne sont pas diabétiques alors qu'elles l'étaient auparavant », a-t-il ajouté.	« Nous avons maintenant des souris de 4 mois qui ne sont pas diabétiques et qui étaient auparavant diabétiques », a-t-il ajouté.	"We now have four-month-old mice that are not diabetic when they were before," he added.
Some venues offer alcoholic beverages on the house. However, drunkenness impairs judgement, and all good gamblers know the importance of staying sober.	Sur certains sites, ce sont les locaux qui proposent gratuitement des boissons alcoolisées. Néanmoins, l'ivresse altère le jugement, et tous les bons joueurs sache que c'est crucial de rester sobre.	Certains lieux offrent des boissons alcoolisées sur la maison. Cependant, l'ivresse nuit au jugement, et tous les bons joueurs savent l'importance de rester sobres.	On some sites, it is the locals that offer free alcoholic drinks. Nevertheless, drunkenness alters judgment, and all good players know that it is crucial to stay sober.
Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.	Quiconque se rend en voiture à des latitudes élevées ou franchit des cols de montagne doit envisager la possibilité de neige, de glace ou de températures glaciales.	Toute personne qui va conduire à des latitudes élevées ou au-dessus des cols de montagne devrait envisager la possibilité de la neige, de la glace ou des températures glaciales.	Anyone travelling by car at high latitudes or crossing mountain passes should consider the possibility of snow, ice or cold temperatures.
On icy and snowy roadways, friction is low and you cannot drive as if you were on bare asphalt.	Sur les routes glacées et enneigées, le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu.	Sur les routes glacées et enneigées, la friction est faible et vous ne pouvez pas conduire comme si vous étiez sur asphalte nu.	On ice and snowy roads, the friction is low and you can't drive as if you were on the bare asphalt.
During blizzards, enough snow to get you stuck can fall in very little time.	Pendant les blizzards, il peut tomber en très peu de temps assez de neige pour vous bloquer.	Pendant les blizzards, assez de neige pour vous coincer peut tomber en très peu de temps.	During blizzards, it can fall in very short time enough snow to block you.
Visibility may also be restricted by falling or blowing snow or by condensation or ice on vehicle windows.	La visibilité peut également être limitée par des chutes de neige ou de la poudrerie ou par la condensation ou la glace sur les vitres des véhicules.	La visibilité peut également être limitée par la chute ou le soufflage de la neige ou par la condensation ou la glace sur les fenêtres du véhicule.	Visibility may also be limited by snowfall or powdering or by condensation or ice on vehicle windows.
On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.	D'autre part, la présence de glace et de neige est normale dans de nombreux pays, et la circulation est pratiquement ininterrompue toute l'année.	D'autre part, les conditions de glace et de neige sont normales dans de nombreux pays, et le trafic continue essentiellement sans interruption toute l'année.	On the other hand, the presence of ice and snow is normal in many countries, and traffic is virtually uninterrupted throughout the year.
Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors.	Les safaris sont peut-être le plus grand attrait touristique en Afrique et le moment le plus marquant pour de nombreux visiteurs.	Les Safaris sont peut-être le plus grand attrait touristique d'Afrique et le point fort pour de nombreux visiteurs.	The safari are perhaps the greatest tourist attraction in Africa and the most significant moment for many visitors.
The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna.	Dans le langage courant, le terme « safari » désigne une excursion sur la terre africaine, et en particulier dans la savane, ayant pour but d'assister au spectacle saisissant des animaux sauvages dans leur milieu.	Le terme safari à usage populaire désigne un voyage terrestre pour voir l'étonnante faune africaine, en particulier sur la savane.	In common language, the term "safari" refers to an excursion to African land, especially in the savannah, with the aim of attending the striking spectacle of wild animals in their environment.
Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing.	Certains animaux, tels que les éléphants et les girafes, ont tendance à s’approcher de près des voitures et l’équipement standard permet de bien les observer.	Certains animaux, comme les éléphants et les girafes, ont tendance à s'approcher de près des voitures et l'équipement standard permettra une bonne visibilité.	Some animals, such as elephants and giraffes, tend to approach cars and standard equipment makes it possible to observe them well.
Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars.	Les lions, les guépards et les léopards sont parfois timides et vous les verrez mieux avec des jumelles.	Lions, guépards et léopards sont parfois timides et vous les verrez mieux avec des jumelles.	Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars.
A walking safari (also called a "bush walk", "hiking safari", or going "footing") consists of hiking, either for a few hours or several days.	Un safari à pied (également appelé « marche en brousse », « safari pédestre » ou « footing ») consiste à faire de la randonnée, soit pendant quelques heures, soit pendant plusieurs jours.	Un safari à pied (également appelé une "marche boussue", un "safari à pied" ou un "footing") consiste en une randonnée, soit pendant quelques heures, soit plusieurs jours.	A safari on foot (also called "walking in the bush", "walking safari" or "footing") consists of hiking, either for a few hours or for several days.
The Paralympics will take place from 24 August to 5 September 2021. Some events will be held in other locations throughout Japan.	Les paralympiques se tiendront du 24 août au 5 septembre 2021. Certains événements se tiendront dans d’autres localisations à travers le Japon.	Les Jeux paralympiques auront lieu du 24 août au 5 septembre 2021. Certains événements auront lieu dans d'autres endroits du Japon.	Paralympics will be held from August 24 to September 5, 2021. Some events will take place in other locations across Japan.
Tokyo will be the only Asian city to have hosted two summer Olympics, having hosted the games in 1964.	Tokyo sera la seule ville asiatique à avoir accueilli deux Jeux olympiques d'été, après avoir accueilli les Jeux en 1964.	Tokyo sera la seule ville asiatique à avoir accueilli deux Jeux olympiques d'été, ayant accueilli les jeux en 1964.	Tokyo will be the only Asian city to host two Summer Olympics, after hosting the Games in 1964.
If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation.	Si vous avez réservé vos vols et votre hébergement en 2020 avant l'annonce du report, vous risquez d'être confronté à une situation délicate.	Si vous avez réservé vos vols et votre hébergement pour 2020 avant l'annonce du report, vous pourriez avoir une situation délicate.	If you booked your flights and accommodation in 2020 before the postponement was announced, you may face a difficult situation.
Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.	Les politiques d'annulation varient, mais à partir de fin mars, la plupart des politiques d'annulation basées sur les coronavirus ne s'étendent pas jusqu'en juillet 2020, date à laquelle les Jeux olympiques avaient été prévus.	Les politiques d'annulation varient, mais à la fin de mars, la plupart des politiques d'annulation fondées sur le coronavirus ne s'étendent pas jusqu'en juillet 2020, date à laquelle les Jeux olympiques avaient été prévus.	Cancellation policies vary, but as of the end of March, most coronavirus-based cancellation policies do not extend until July 2020, when the Olympic Games were scheduled.
It's expected that most event tickets will cost between ¥2,500 and ¥130,000, with typical tickets costing around ¥7,000.	On s'attend à ce que la plupart des billets d'événements coûtent entre 2 500 et 130 000 yens, les billets typiques coûtant environ 7 000 yens.	On s'attend à ce que la plupart des billets de l'événement coûtent entre 2 500 et 130 000 yens, avec des billets typiques coûtant environ 7 000 yens.	Most event tickets are expected to cost between 2,500 and 130,000 yen, with typical tickets costing approximately 7,000 yen.
Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.	En repassant les vêtements humides, on peut les faire sécher plus facilement. De nombreux hôtels disposent d'un fer et d'une planche à repasser qui peuvent être prêtés, même s'il n'y en a pas dans les chambres.	Le repassage des vêtements humides peut les aider à sécher. De nombreux hôtels disposent d'une planche à repasser et de fer à prêter, même si l'on n'est pas présent dans la chambre.	By ironing wet clothes, they can be dried more easily. Many hotels have an iron and ironing board that can be lent, even if there are none in the rooms.
If an iron isn't available, or if you don't fancy wearing ironed socks, then you can try using a hairdryer, if available.	Si vous n'avez pas de fer à repasser ou si vous n'avez pas envie de porter des chaussettes repassées, vous pouvez essayer d'utiliser un sèche-cheveux, si vous en trouvez un.	Si un fer n'est pas disponible, ou si vous n'aimez pas porter des chaussettes repassées, alors vous pouvez essayer d'utiliser un sèche-cheveux, si disponible.	If you don't have an iron or if you don't want to wear ironed socks, you can try using a hair dryer if you find one.
Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).	Évitez de ne pas laisser le tissu surchauffer (ce qui peut causer son rétrécissement ou dans les cas extrêmes, le brûler).	Attention à ne pas laisser le tissu devenir trop chaud (ce qui peut provoquer un rétrécissement, ou dans les cas extrêmes, une torche).	Avoid not letting the tissue overheat (which can cause it to shrink or in extreme cases, burn it).
There are different ways of purifying water, some more effective against specific threats.	Il existe différentes méthodes de purification de l'eau, dont certaines sont plus efficaces contre des menaces spécifiques.	Il existe différentes façons de purifier l'eau, certaines plus efficaces contre des menaces spécifiques.	There are different methods of water purification, some of which are more effective against specific threats.
In some areas boiling water for a minute is enough, in others several minutes are needed.	Dans certaines localités, il suffit de faire bouillir l'eau pendant une minute ; dans d'autres, il faut le faire pendant plusieurs minutes.	Dans certaines régions, l'eau bouillante pendant une minute suffit, dans d'autres, plusieurs minutes sont nécessaires.	In some localities, boil water for one minute; in others, boil water for several minutes.
Filters vary in effectiveness, and should you have a concern, then you should consider buying your water in a sealed bottle from a reputable company.	L’efficacité des filtres varie, et si vous avez un souci, vous devriez envisager d’acheter votre eau dans une bouteille scellée auprès d’une entreprise réputée.	Les filtres varient en efficacité, et si vous avez une préoccupation, alors vous devriez envisager d'acheter votre eau dans une bouteille scellée d'une entreprise de bonne réputation.	The efficiency of filters varies, and if you have a problem, you should consider buying your water in a sealed bottle from a reputable company.
Travellers may encounter animal pests that they are not familiar with in their home regions.	Les voyageurs peuvent rencontrer des animaux nuisibles qu'ils ne connaissent pas dans leur région d'origine.	Les voyageurs peuvent rencontrer des parasites des animaux qu'ils ne connaissent pas dans leur région d'origine.	Travellers may encounter harmful animals they do not know in their area of origin.
Pests can spoil food, cause irritation, or in a worse case cause allergic reactions, spread venom, or transmit infections.	Les parasites peuvent contaminer la nourriture, provoquer des irritations ou, dans les cas les plus graves, provoquer des réactions allergiques, répandre du venin ou transmettre des infections.	Les parasites peuvent gâcher les aliments, causer une irritation ou, dans un cas pire, causer des réactions allergiques, propager le venin ou transmettre des infections.	Parasites can contaminate food, cause irritation or, in the most serious cases, cause allergic reactions, spread venom or transmit infections.
Infectious diseases themselves, or dangerous animals that can injure or kill people by force, do not usually qualify as pests.	Les maladies infectieuses elles-mêmes, ou les animaux dangereux qui peuvent blesser ou tuer des personnes par la force, ne sont généralement pas considérés comme des parasites.	Les maladies infectieuses elles-mêmes, ou les animaux dangereux qui peuvent blesser ou tuer des personnes par la force, ne sont généralement pas considérés comme des ravageurs.	Infectious diseases themselves, or dangerous animals that can injure or kill people by force, are generally not considered parasites.
Duty free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations.	Dans certaines localités, les boutiques hors taxes présentent une occasion d'acheter des biens exonérés de taxes et de droits d'accise.	Les achats hors taxes sont la possibilité d'acheter des marchandises exonérées de taxes et d'accises à certains endroits.	In some communities, duty-free shops offer an opportunity to purchase goods exempt from taxes and excise duties.
Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.	Les voyageurs à destination de pays où les taxes sont élevées peuvent parfois faire des économies considérables, en particulier sur des produits comme les boissons alcoolisées ou le tabac.	Les voyageurs à destination de pays fortement taxés peuvent parfois économiser beaucoup d'argent, en particulier sur des produits tels que les boissons alcoolisées et le tabac.	Travellers to countries with high taxes can sometimes make considerable savings, especially on products such as alcoholic beverages or tobacco.
The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.	Le tronçon entre Point Marion et Fairmont présente les conditions de conduite les plus difficiles sur l’autoroute Buffalo-Pittsburgh, passant fréquemment par des terrains isolés de l’arrière-pays.	Le tronçon entre Point Marion et Fairmont présente les conditions de conduite les plus difficiles sur la route Buffalo-Pittsburgh, passant souvent par des terrains isolés de bois dorsaux.	The section between Point Marion and Fairmont presents the most difficult driving conditions on the Buffalo-Pittsburgh highway, frequently passing through isolated hinterland terrain.
If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.	Si vous n'avez pas l'habitude de conduire sur des routes de campagne, gardez l'esprit ouvert : les pentes raides, les voies étroites et les courbes serrées prédominent.	Si vous n'êtes pas habitué à conduire sur les routes de campagne, gardez votre esprit sur vous : les pentes raides, les voies étroites et les courbes vives prédominent.	If you are not used to driving on country roads, keep an open mind: steep slopes, narrow lanes and tight curves predominate.
Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.	Les limitations de vitesse affichées sont sensiblement plus basses que dans les tronçons précédents et suivants – généralement de 35 à 40 mph (56-64 km/h) – et leur respect strict est encore plus important qu'auparavant.	Les limites de vitesse affichées sont nettement inférieures à celles des sections précédentes et suivantes — généralement de 35 à 40 mi/h (56 à 64 km/h) — et leur stricte obéissance est encore plus importante que d'autres.	The speed limits displayed are significantly lower than in the previous and subsequent sections – usually 35-40 mph (56-64 km/h) – and their strict compliance is even more important than before.
Curiously, though, mobile phone service is much stronger here than along many other stretches of the route, e.g. the Pennsylvania Wilds.	En revanche, le service mobile est curieusement beaucoup plus fort ici que sur beaucoup d'autres parties de la route, par exemple les Pennsylvania Wilds.	Curieusement, cependant, le service de téléphonie mobile est beaucoup plus fort ici que le long de nombreux autres tronçons de la route, par exemple le Pennsylvania Wilds.	On the other hand, mobile service is curiously much stronger here than on many other parts of the road, for example the Pennsylvania Wilds.
German pastries are quite good, and in Bavaria, are quite rich and varied, similar to those of their southern neighbor, Austria.	Les pâtisseries allemandes sont plutôt bonnes, et en Bavière, elles sont très riches et variées, semblables à celles de leur voisin du sud, l'Autriche.	Les pâtisseries allemandes sont assez bonnes, et en Bavière, elles sont assez riches et variées, comme celles de leur voisin du sud, l'Autriche.	German pastries are quite good, and in Bavaria they are very rich and varied, similar to those of their southern neighbour, Austria.
Fruit pastries are common, with apples cooked into pastries year round, and cherries and plums making their appearances during the summer.	Les pâtisseries aux fruits y sont habituelles : des pommes sont cuites et cuisinées en pâtisserie toute l'année, tandis que cerises et prunes pointent le bout de leur nez en été.	Les pâtisseries fruitières sont courantes, les pommes cuites en pâtisseries toute l'année, et les cerises et prunes faisant leur apparition pendant l'été.	Fruit pastries are common: apples are cooked and cooked in pastry all year round, while cherries and plums point at the tip of their nose in summer.
Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.	De nombreux produits de boulangerie allemands contiennent également des amandes, des noisettes et d’autres noix. Les gâteaux populaires se marient souvent particulièrement bien avec une tasse de café serré.	De nombreux produits de boulangerie allemands comportent également des amandes, des noisettes et d'autres noix d'arbre. Les gâteaux populaires s'associent souvent particulièrement bien avec une tasse de café fort.	Many German bakery products also contain almonds, hazelnuts and other nuts. Popular cakes often marry especially well with a cup of tight coffee.
If you want some small though rich pastries, try what depending on region are called Berliner, Pfannkuchen or Krapfen.	Si vous voulez de petites mais copieuses pâtisseries, essayez les boules de Berlin, aussi appelées Berliner, Pfannkuchen ou Krapfen selon les régions.	Si vous voulez de petites pâtisseries riches, essayez ce qui dépend de la région sont appelés Berliner, Pfannkuchen ou Krapfen.	If you want small but hearty pastries, try the Berlin balls, also called Berliner, Pfannkuchen or Krapfen depending on the region.
A curry is a dish based on herbs and spices, together with either meat or vegetables.	Un curry est un plat à base d'herbes et d'épices, accompagné de viande ou de légumes.	Un curry est un plat à base d'herbes et d'épices, avec de la viande ou des légumes.	A curry is a dish made of herbs and spices, accompanied by meat or vegetables.
A curry can be either "dry" or "wet" depending on the amount of liquid.	Un plat au curry peut être « solide » ou « liquide », selon la quantité de sauce qu'il contient.	Un curry peut être soit « sec » ou « humide » selon la quantité de liquide.	A curry dish can be "solid" or "liquid" depending on the amount of sauce it contains.
In inland regions of Northern India and Pakistan, yogurt is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.	Dans les régions intérieures du nord de l'Inde et du Pakistan, le yaourt est couramment utilisé dans les currys ; dans le sud de l'Inde et certaines autres régions côtières du sous-continent, le lait de coco est couramment utilisé.	Dans les régions intérieures du nord de l'Inde et du Pakistan, le yogourt est couramment utilisé dans les curries; dans le sud de l'Inde et dans d'autres régions côtières du sous-continent, le lait de coco est couramment utilisé.	In the interior of northern India and Pakistan, yogurt is commonly used in curries; in southern India and some other coastal areas of the subcontinent, coconut milk is commonly used.
With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.	L'Indonésie comptant 17 000 îles, la cuisine indonésienne est un terme générique qui couvre une grande variété de cuisines régionales présentes dans tout le pays.	Avec 17 000 îles à choisir, la nourriture indonésienne est un terme-cadre couvrant une grande variété de cuisines régionales trouvées à travers le pays.	Indonesia has 17,000 islands and Indonesian cuisine is a generic term that covers a wide variety of regional cuisines throughout the country.
But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.	Toutefois, lorsque ce terme est utilisé sans autre qualificatif, il tend à désigner les aliments provenant des parties centrale et orientale de l'île principale de Java.	Mais, s'il est utilisé sans autres qualificatifs, le terme tend à signifier la nourriture originaire des parties centrale et orientale de l'île principale Java.	However, when this term is used without any other qualifier, it tends to refer to foods from the central and eastern parts of the main island of Java.
Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices.	Maintenant, largement disponible dans tout l’archipel, la cuisine javanaise propose un éventail de plats simplement assaisonnés, les saveurs prédominantes que les Javanais privilégient étant les cacahuètes, les piments, le sucre (en particulier le sucre de coco javanais) et diverses épices aromatiques.	Maintenant largement disponible dans tout l'archipel, la cuisine javanaise dispose d'une gamme de plats simplement assaisonnés, les arômes prédominants du javanais sont les cacahuètes, les piments, le sucre (surtout le sucre de noix de coco javanais) et diverses épices aromatiques.	Now, widely available throughout the archipelago, Javanese cuisine offers a range of dishes simply seasoned, the predominant flavours that Javanese prefer are peanuts, peppers, sugar (especially Javanese coconut sugar) and various aromatic spices.
Stirrups are supports for the rider's feet that hang down on either side of the saddle.	Les étriers sont des appuis pour les pieds du cavalier, qui pendent de chaque côté de la selle.	Les stirrups sont des supports pour les pieds du cavalier qui s'accrochent de chaque côté de la selle.	The calipers are supports for the rider's feet, which hang on either side of the saddle.
They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them.	Ils offrent une plus grande stabilité à l'utilisateur, mais ils peuvent poser un problème de sécurité : en effet, les pieds de l'utilisateur peuvent y rester coincés.	Ils offrent une plus grande stabilité au pilote, mais peuvent avoir des problèmes de sécurité en raison de la possibilité que les pieds d'un pilote s'y accrochent.	They offer greater stability to the user, but they can pose a security problem: in fact, the user's feet can remain stuck there.
If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken.	Si un cavalier est projeté d’un cheval, mais a un pied pris dans l’étrier, il pourrait être traîné si le cheval s’enfuit. Pour minimiser ce risque, un certain nombre de mesures de sécurité peuvent être prises.	Si un cavalier est jeté d'un cheval mais a un pied pris dans l'étrier, ils pourraient être traînés si le cheval s'enfuit. Pour minimiser ce risque, un certain nombre de précautions de sécurité peuvent être prises.	If a rider is thrown from a horse, but has a foot caught in the stirrup, he could be dragged if the horse runs away. To minimize this risk, a number of safety measures can be taken.
First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.	Premièrement, la plupart des cavaliers portent des bottes d'équitation avec un talon et une semelle lisse et assez étroite.	Tout d'abord, la plupart des cavaliers portent des bottes d'équitation avec un talon et une semelle lisse, assez étroite.	First, most riders wear riding boots with a heel and a smooth and narrow sole.
Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.	Ensuite, certaines selles, notamment les anglaises, ont des barres de sécurité qui permettent à une étrivière de tomber de la selle si elle est tirée vers l'arrière par un cavalier qui tombe.	Ensuite, certaines selles, en particulier les selles anglaises, ont des barres de sécurité qui permettent à un cuir d'étrier de tomber de la selle s'il est tiré à l'envers par un cavalier qui tombe.	Then, some saddles, especially the English, have safety bars that allow a stretcher to fall from the saddle if it is pulled backwards by a falling rider.
Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.	Vallée de Cochamó – La destination d'excellence pour l'escalade au Chili, connue comme le Yosemite d'Amérique du Sud, avec de nombreuses grandes parois et falaises granitiques différentes.	Vallée de Cochamó - la première destination d'escalade du Chili, connue sous le nom de Yosemite d'Amérique du Sud, avec une variété de grands murs de granit et des falaises.	Cochamó Valley – The destination of excellence for climbing in Chile, known as the Yosemite of South America, with many large walls and different granite cliffs.
Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.	Du haut des sommets, les panoramas sur les montagnes sont imprenables. Les alpinistes du monde entier ne cessent de découvrir de nouveaux chemins praticables sur les pentes, où les possibilités sont illimitées.	Les sommets comprennent des vues à couper le souffle depuis les sommets. Les grimpeurs de toutes les régions du monde établissent continuellement de nouvelles routes parmi son potentiel infini de murs.	From the top of the mountain peaks, the panoramas on the mountains are stunning. Mountain climbers from all over the world are constantly discovering new paths on the slopes, where the possibilities are unlimited.
Downhill snowsports, which include skiing and snowboarding, are popular sports involving sliding down snow-covered terrain with skis or a snowboard attached to your feet.	Les sports d'hiver de descente, notamment le ski et le snowboard, sont des sports populaires qui consistent à glisser pour dévaler une piste enneigée avec des skis ou un snowboard attachés aux pieds.	Les sports de neige en descente, qui comprennent le ski et le snowboard, sont des sports populaires impliquant glisser sur un terrain recouvert de neige avec des skis ou un snowboard attaché à vos pieds.	Winter downhill sports, including skiing and snowboarding, are popular sports that consist of sliding down a snow-covered track with skis or snowboards attached to the feet.
Skiing is a major travelling activity with many enthusiasts, occasionally known as "ski bums," planning entire vacations around skiing at a particular location.	Le ski est une activité de voyage majeure qui compte de nombreux aficionados, parfois appelés « ski bums », qui organisent leurs vacances entières en fonction du ski dans des endroits spécifiques.	Le ski est une activité itinérante importante avec de nombreux passionnés, parfois appelés « ski bums », qui planifient des vacances entières autour du ski à un endroit particulier.	Skiing is a major travel activity with many aficionados, sometimes called "ski bums", which organize their entire holidays according to the ski in specific places.
The idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!	L'idée de skier est très ancienne : des peintures rupestres montrant des skieurs datent pour certaines de 5 000 ans av. J.-C. !	L'idée du ski est très ancienne — des peintures de grotte représentant des skieurs remontent jusqu'à 5000 av. J. - C.!	The idea of skiing is very old: rock paintings showing skiers date back to some 5,000 years BC!
Downhill skiing as a sport goes back to at least the 17th century, and in 1861 the first recreational ski club was opened by Norwegians in Australia.	La pratique du ski alpin en tant que sport remonte au moins au XVIIe siècle ; le premier club de ski de loisirs a été fondé en 1861 en Australie par des Norvégiens.	Le ski de descente en tant que sport remonte au moins au XVIIe siècle et, en 1861, le premier club de ski récréatif fut ouvert par les Norvégiens en Australie.	The practice of alpine skiing as a sport dates back to at least the seventeenth century; the first leisure ski club was founded in 1861 in Australia by Norwegians.
Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.	Randonnée à skis : cette activité est aussi appelée ski nordique, ski de fond ou ski de randonnée.	Backpacking by ski: Cette activité s'appelle aussi ski de fond, ski de randonnée ou randonnée à ski.	Ski trekking: this activity is also called Nordic skiing, cross-country skiing or hiking skiing.
It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.	Cela ressemble au ski de randonnée de type alpin, ainsi qu'à l'alpinisme, sans toutefois incorporer en général ces activités, qui se pratiquent sur des terrains accidentés et qui exigent l'utilisation de skis et de bottes beaucoup plus rigides.	Il est lié à, mais généralement pas de ski alpin de randonnée ou d'alpinisme, ceux-ci ont fait sur terrain raide et nécessitant des skis et des bottes beaucoup plus raides.	This is similar to alpine-style skiing, as well as mountaineering, but does not generally incorporate these activities, which take place on rugged terrain and require the use of much more rigid skis and boots.
Think of the skiing route as of a similar hiking route.	Pensez à l'itinéraire de ski comme à un itinéraire de randonnée similaire.	Pensez à la route de ski comme à une route de randonnée similaire.	Think of the ski route as a similar hiking route.
In good conditions you will be able to cover somewhat greater distances than walking – but only very seldom you will get the speeds of cross country skiing without a heavy backpack in groomed tracks.	Dans de bonnes conditions, vous pourrez parcourir des distances un peu plus grandes qu'à pied – mais vous n'atteindrez que très rarement les vitesses du ski de fond sans un sac à dos lourd sur des pistes damées.	Dans de bonnes conditions, vous serez en mesure de couvrir des distances un peu plus grandes que la marche – mais très rarement vous obtiendrez les vitesses de ski de fond sans un sac à dos lourd dans les pistes damées.	In good conditions, you will be able to travel a little longer distances than on foot – but you will rarely reach cross-country skiing speeds without a heavy backpack on groomed slopes.
Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.	L'Europe est un continent relativement petit, mais comportant de nombreux pays indépendants. Dans des circonstances classiques, voyager à travers plusieurs pays implique donc de devoir procéder à plusieurs demandes de visa et de subir plusieurs vérifications de passeport.	L'Europe est un continent relativement petit mais avec de nombreux pays indépendants. Dans des circonstances normales, voyager dans plusieurs pays signifierait devoir passer par les demandes de visa et le contrôle des passeports à plusieurs reprises.	Europe is a relatively small continent, but with many independent countries. In classical circumstances, travelling across several countries therefore involves having to make several visa applications and undergo several passport checks.
The Schengen zone, however, works somewhat like one country in this respect.	L’espace Schengen, cependant, fonctionne un peu comme un seul pays à cet égard.	La zone Schengen, cependant, fonctionne un peu comme un pays à cet égard.	The Schengen area, however, functions somewhat like a single country in this respect.
As long as you stay in this zone, you can generally cross borders without going through passport control checkpoints again.	Tant que vous restez dans cette zone, vous pouvez généralement traverser les frontières sans repasser par les points de contrôle des passeports.	Tant que vous restez dans cette zone, vous pouvez généralement traverser les frontières sans passer par les points de contrôle des passeports à nouveau.	As long as you stay in this area, you can usually cross the borders without crossing through passport checkpoints.
Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork.	De même, en ayant un visa Schengen, vous n'avez pas besoin de demander séparément un visa pour chacun des pays membres de l'espace, ce qui permet d'économiser du temps, de l'argent et des formalités administratives.	De même, en disposant d'un visa Schengen, vous n'avez pas besoin de demander un visa pour chacun des pays membres de Schengen séparément, ce qui vous permet d'économiser du temps, de l'argent et de la paperasserie.	Similarly, with a Schengen visa, you do not need to apply separately for a visa for each of the member countries of the space, saving time, money and administrative formalities.
There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.	Il n'existe pas de définition universelle permettant de déterminer si un objet manufacturé est une antiquité. Certains organismes fiscaux définissent les biens de plus de 100 ans comme des antiquités.	Il n'existe pas de définition universelle pour laquelle les articles manufacturés sont des antiquités.Certains organismes fiscaux définissent les biens âgés de plus de 100 ans comme des antiquités.	There is no universal definition to determine whether a manufactured object is an antique. Some tax agencies define goods over 100 years of age as antiques.
The definition has geographic variations, where the age limit might be shorter in places such as North America than in Europe.	Les critères varient selon le lieu où l'on se trouve ; dans certaines parties du monde, comme en Amérique du Nord, la limite d'âge peut être inférieure à celle en vigueur en Europe.	La définition présente des variations géographiques, où la limite d'âge pourrait être plus courte dans des endroits comme l'Amérique du Nord qu'en Europe.	The criteria vary depending on where one is located; in some parts of the world, as in North America, the age limit may be lower than that in Europe.
Handicraft products might be defined as antiques, though they are younger than similar mass-produced goods.	Des produits artisanaux peuvent être considérés comme des antiquités, même s’ils sont moins anciens que des produits industriels similaires.	Les produits artisanaux peuvent être définis comme des antiquités, bien qu'ils soient plus jeunes que des produits de masse similaires.	Handcrafted products may be considered antiques, even if they are less old than similar industrial products.
Reindeer husbandry is an important livelihood among the Sámi and the culture surrounding the trade is important also for many with other professions.	L'élevage de rennes est un moyen de subsistance important chez les Samis et la culture qui entoure ce commerce revêt une grande importance pour beaucoup d'autres professions.	L'élevage des rennes est un moyen de subsistance important pour les Samis et la culture qui entoure le commerce est également importante pour beaucoup d'autres professions.	Reindeer rearing is an important livelihood for the Sami and the culture surrounding this trade is of great importance to many other professions.
