"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	"Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più", ha aggiunto.	"Ora abbiamo topi di 4 mesi che non sono diabetici che un tempo erano diabetici," ha aggiunto.	"We have four-month-old mice who were diabetics and now they are no longer diabetics," he added.
The Arabs also brought Islam to the lands, and it took in a big way in the Comoros and Mayotte.	Nelle terre gli arabi portarono anche l'Islam, che intraprese un lungo viaggio verso le Comore e Mayotte.	Anche gli arabi hanno portato l'Islam nelle terre, e ha preso in grande modo nelle Comore e Mayotte.	In the lands the Arabs also brought Islam, which undertook a long journey to the Comoros and Mayotte.
European influence and colonialism began in the 15th century, as Portuguese explorer Vasco da Gama found the Cape Route from Europe to India.	Nel XV secolo, la scoperta della rotta del Capo, che va dall'Europa all'India, da parte dell'esploratore portoghese Vasco da Gama aprì la strada all'influsso e al colonialismo europei.	L'influenza europea e il colonialismo iniziarono nel XV secolo, quando l'esploratore portoghese Vasco da Gama trovò la Cape Route dall'Europa all'India.	In the 15th century, the discovery of the Cape route, from Europe to India, by the Portuguese explorer Vasco da Gama opened the way to European influence and colonialism.
In the north the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean.	A nord, la regione è delimitata da Sahel, mentre a sud e a ovest confina con l'oceano Atlantico.	A nord la regione è delimitata dal Sahel, a sud e ad ovest dall'Oceano Atlantico.	To the north, the region is bounded by Sahel, while to the south and west it borders the Atlantic Ocean.
Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.	Per le viaggiatrici: si raccomanda a tutte di dichiarare di essere coniugate, indipendentemente dall'effettivo stato civile.	Donne: Si raccomanda che le donne che viaggiano dicano di essere sposate, a prescindere dallo stato coniugale effettivo.	For travelers: it is recommended that all of them declare that they are married, regardless of actual marital status.
It is helpful to also wear a ring (just not one that looks too expensive.	È utile anche indossare un anello (ma non uno dall'aspetto troppo costoso).	È utile anche indossare un anello (solo non uno che sembra troppo costoso.	It is also useful to wear a ring (but not one that looks too expensive).
Women should realize that cultural differences may result in what they would consider harassment and it is not uncommon to be followed, grabbed by the arm, etc.	È opportuno che le donne si rendano conto che le differenze culturali possono dar luogo a ciò che le stesse considerano una molestia, e che non è insolito essere seguite, afferrate per il braccio, ecc.	Le donne dovrebbero rendersi conto che le differenze culturali possono portare a ciò che considererebbero molestie e non è raro essere seguite, afferrate dal braccio, ecc.	Women should realize that cultural differences can give rise to what they consider to be harassment, and that it is not unusual to be followed, grabbed by the arm, etc.
Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).	Abbiate la fermezza di rifiutare gli uomini, e non abbiate paura di opporvi (differenze culturali o meno, non esiste giustificazione!).	Siate saldi nel rifiutare gli uomini, e non abbiate paura di stare in piedi (differenze culturali o no, non lo rende giusto!).	Have the firmness to refuse men, and do not be afraid to oppose them (cultural differences or not, there is no justification!).
The modern city of Casablanca was founded by Berber fishermen in the 10th century BCE, and was used by the Phoenicians, Romans, and the Merenids as a strategic port called Anfa.	La moderna città di Casablanca fu fondata dai pescatori berberi nel X secolo a.C.; con il nome di Anfa, fu un porto di importanza strategica usato dai Fenici, dai Romani e dai Merenidi.	La moderna città di Casablanca fu fondata dai pescatori berberi nel X secolo a.C. e fu utilizzata dai Fenici, dai Romani e dai Merenidi come porto strategico chiamato Anfa.	The modern city of Casablanca was founded by Berber fishermen in the 10th century BC; under the name of Anfa, it was a port of strategic importance used by the Phoenicians, Romans and Merenids.
The Portuguese destroyed it and rebuilt it under the name Casa Branca, only to abandon it after an earthquake in 1755.	I portoghesi la distrussero per ricostruirla con il nome di Casa Branca, che abbandonarono nel 1755 in seguito a un terremoto.	I portoghesi lo distrussero e lo ricostruirono con il nome di Casa Branca, solo per abbandonarlo dopo un terremoto del 1755.	The Portuguese destroyed it to rebuild it under the name of Casa Branca, which they abandoned in 1755 following an earthquake.
The Moroccan sultan rebuilt the city as Daru l-Badya and it was given the name Casablanca by Spanish traders who established trading bases there.	Il sultano marocchino riedificò la città che si chiamava Daru l-Badya, poi denominata Casablanca dai commercianti spagnoli che scelsero questi luoghi per le loro basi commerciali.	Il sultano marocchino ha ricostruito la città come Daru l-Badya ed è stato dato il nome di Casablanca dai commercianti spagnoli che hanno stabilito le basi commerciali là.	The Moroccan Sultan rebuilt the city called Daru l-Badya, then called Casablanca by the Spanish traders who chose these places for their commercial bases.
Casablanca is one of the least interesting places to shop in all of Morocco.	In tutto il Marocco, Casablanca è una delle città meno interessanti per lo shopping.	Casablanca è uno dei luoghi meno interessanti per fare shopping in tutto il Marocco.	Throughout Morocco, Casablanca is one of the least interesting cities for shopping.
Around the old Medina it's easy to find places selling traditional Moroccan goods, such as tagines, pottery, leather goods, hookahs, and a whole spectrum of geegaws, but it's all for the tourists.	Nei dintorni della vecchia Medina è facile trovare dei posti che vendono prodotti tradizionali marocchini, come tajin, ceramiche, articoli in pelle, narghilè e tantissima chincaglieria, ma tutto questo è riservato solo ai turisti.	Intorno alla vecchia Medina è facile trovare luoghi di vendita di prodotti tradizionali marocchini, come tagine, ceramiche, pelletteria, hookah, e un intero spettro di geegaws, ma è tutto per i turisti.	In the vicinity of the old Medina it is easy to find places that sell traditional Moroccan products, such as tajin, ceramics, leather items, narghiliè and a lot of chincaglieria, but all this is reserved only for tourists.
Goma is a tourist city of the Democratic Republic of Congo in the extreme east near Rwanda.	Goma è una città turistica posta nella parte più orientale della Repubblica Democratica del Congo, poco lontano dal Ruanda.	Goma è una città turistica della Repubblica Democratica del Congo nell'estremo est vicino al Ruanda.	Goma is a tourist town located in the easternmost part of the Democratic Republic of Congo, not far from Rwanda.
In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.	Nel 2002, la lava del vulcano Nyiragongo distrusse Goma, seppellendo gran parte delle strade della città, specialmente quelle del centro.	Nel 2002 Goma è stato distrutto dalla lava del vulcano Nyiragongo che ha sepolto la maggior parte delle strade della città, in particolare il centro della città.	In 2002, the lava of the Nyiragongo volcano destroyed Goma, burying most of the streets of the city, especially those of the center.
While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.	Mentre Goma è ragionevolmente sicura, è opportuno documentarsi bene prima di realizzare eventuali visite al di fuori di Goma, in modo da valutare bene lo stato degli scontri che ancora persistono nella provincia del Nord Kivu.	Mentre Goma è ragionevolmente sicuro, qualsiasi visita al di fuori di Goma dovrebbe essere studiata per capire lo stato dei combattimenti che persiste nella provincia del Kivu settentrionale.	While Goma is reasonably safe, it is appropriate to document well before making any visits outside Goma, so as to assess well the state of the clashes that still persist in North Kivu province.
The city is also the base to climb the Nyiragongo volcano along with some of the cheapest Mountain Gorilla tracking in Africa.	La città è anche il punto di partenza per la scalata al vulcano Nyiragongo, oltre ad essere una delle opportunità meno costose per vedere i gorilla di montagna dell'Africa.	La città è anche la base per scalare il vulcano Nyiragongo insieme ad alcuni dei più economici tracking Gorilla montagna in Africa.	The city is also the starting point for climbing the Nyiragongo volcano, as well as being one of the least expensive opportunities to see the mountain gorillas of Africa.
You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.	È possibile usare un boda-boda (taxi-motocicletta) per muoversi a Goma. Il prezzo normale (in valuta locale) è di circa 500 franchi congolesi per una corsa breve.	È possibile utilizzare boda-boda (taxi moto) per muoversi in Goma. Il prezzo normale (locale) è ~500 franchi congolesi per la breve corsa.	You can use a boda-boda (taxi-motorcycle) to move around Goma. The normal price (in local currency) is about 500 Congolese francs for a short ride.
Combined with its relative inaccessibility, "Timbuktu" has come to be used as a metaphor for exotic, distant lands.	Anche in conseguenza della sua relativa inaccessibilità, "Timbuctù" ha finito per diventare metafora di terra esotica e lontana.	In combinazione con la relativa inaccessibilità, "Timbuktu" è venuto ad essere utilizzato come metafora per terre esotiche e lontane.	Even as a result of its relative inaccessibility, "Timbuctù" ended up becoming a metaphor of exotic and distant land.
Today, Timbuktu is an impoverished town, although its reputation makes it a tourist attraction, and it has an airport.	Oggi Timbuktu è una città decaduta, ma per la sua reputazione rimane un’attrazione turistica, dotata anche di un aeroporto.	Oggi, Timbuktu è una città impoverita, anche se la sua reputazione lo rende un'attrazione turistica, e ha un aeroporto.	Today Timbuktu is a fallen city, but for its reputation it remains a tourist attraction, also equipped with an airport.
In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.	Nel 1990 è stata inserita nella lista dei siti patrimonio dell'Unesco che sono in pericolo, a causa della minaccia rappresentata dalle sabbie del deserto.	Nel 1990, è stato aggiunto alla lista dei siti del patrimonio mondiale in pericolo, a causa della minaccia di sabbie desertiche.	In 1990 it was included on the list of UNESCO heritage sites that are in danger, due to the threat posed by desert sands.
It was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World.	Nello speciale di Henry Louis Gates di PBS "Wonders of the African World" ("Meraviglie del mondo africano") è stata una delle tappe principali.	Fu una delle tappe più importanti durante le Wonders speciali del mondo africano di Henry Louis Gates.	In the special of Henry Louis Gates of PBS "Wonders of the African World" was one of the main stages.
The city is in stark contrast to the rest of the country's cities, because it has more of an Arabic flair than of an African.	Col suo tocco più arabeggiante che africano, la città si distingue nettamente dalle altre del Paese.	La città è in netto contrasto con il resto delle città del paese, perché ha più un fascino arabo che di un africano.	With its more arabish than African touch, the city stands out clearly from the others of the country.
The Kruger National Park (KNP) lies in the north-east of South Africa and runs along the border of Mozambique in the east, Zimbabwe in the north, and the southern border is the Crocodile River.	Il Parco nazionale Kruger (Kruger National Park, KNP) si trova a nord-est del Sudafrica e si snoda a est lungo il confine con il Mozambico, a nord confina con lo Zimbabwe, e il suo confine meridionale è rappresentato dal fiume Crocodile.	Il Kruger National Park (KNP) si trova nel nord-est del Sud Africa e corre lungo il confine del Mozambico ad est, lo Zimbabwe a nord, e il confine meridionale è il fiume Crocodile.	The Kruger National Park (Kruger National Park, KNP) is located northeast of South Africa and winds east along the border with Mozambique, to the north border with Zimbabwe, and its southern border is represented by the Crocodile River.
The park covers 19,500 km² and is divided in 14 different ecozones, each supporting different wildlife.	Con una superficie di 19.500 km², il parco comprende 14 ecozone diverse, ciascuna delle quali dà sostentamento a una diversa fauna selvatica.	Il parco si estende per 19.500 km2 ed è suddiviso in 14 diverse ecozone, ognuna a supporto di diverse specie selvatiche.	With an area of 19,500 km2, the park comprises 14 different ecozones, each of which sustains a different wildlife.
It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).	È una delle attrazioni principali del Sudafrica ed è considerato il più importante dei parchi nazionali sudafricani (SANParks).	È una delle principali attrazioni del Sud Africa ed è considerata l'ammiraglia dei parchi nazionali sudafricani (SANParks).	It is one of the main attractions of South Africa and is considered the most important of South African national parks (SANParks).
As with all South African National Parks, there are daily conservation and entry fees for the park.	Come per tutti i parchi nazionali del Sudafrica, sono previsti dei contributi giornalieri per la conservazione e l'ingresso al parco.	Come per tutti i parchi nazionali sudafricani, ci sono spese giornaliere di conservazione e di ingresso per il parco.	As with all the national parks in South Africa, there are daily contributions for conservation and entry to the park.
It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.	Anche l'acquisto di una Wild Card potrebbe risultare utile, poiché consente l'accesso a una selezione di parchi in Sudafrica oppure a tutti i parchi nazionali sudafricani.	Può anche essere utile per uno di acquistare una Wild Card, che fornisce l'ingresso a una selezione di parchi in Sud Africa o tutti i parchi nazionali sudafricani.	The purchase of a Wild Card could also be useful, as it allows access to a selection of parks in South Africa or to all South African national parks.
Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.	L'Isola di Hong Kong, che dà il suo nome all'intero territorio, rappresenta per molti turisti la meta principale.	Hong Kong Island dà al territorio di Hong Kong il suo nome ed è il luogo che molti turisti considerano il focus principale.	The island of Hong Kong, which gives its name to the whole territory, is the main destination for many tourists.
The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.	La serie di edifici che formano lo skyline di Hong Kong è stata paragonata a un grafico a barre scintillante, ancora più evidente perché incorniciato dalle acque del Victoria Harbour.	La sfilata di edifici che rendono lo skyline di Hong Kong è stata paragonata ad un luccicante grafico a barre che è reso evidente dalla presenza delle acque di Victoria Harbour.	The series of buildings forming the Hong Kong skyline was compared to a sparkling bar chart, even more evident because framed by the waters of Victoria Harbour.
To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite.	Per godere delle viste migliori di Hong Kong, abbandonate l'isola e visitate il waterfront di Kowloon di fronte.	Per avere la migliore vista di Hong Kong, lasciate l'isola e dirigetevi verso il lungomare di Kowloon di fronte.	To enjoy the best views of Hong Kong, leave the island and visit the waterfront of Kowloon in front.
The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore.	La maggior parte dello sviluppo urbano dell'isola di Hong Kong si è concentrato sui terreni bonificati della costa settentrionale, densamente popolati.	La grande maggioranza dello sviluppo urbano dell'isola di Hong Kong è densamente imballata su terreni bonificati lungo la riva settentrionale.	Most of the urban development of the island of Hong Kong has concentrated on the reclaimed land of the north coast, densely populated.
This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.	Questo è il luogo che i colonizzatori inglesi scelsero per sé, quindi se siete in cerca di testimonianze del passato coloniale di questa terra, questo è un buon punto da cui partire.	Questo è il posto che i colonizzatori britannici hanno preso come loro e quindi se siete alla ricerca di prove del passato coloniale del territorio, questo è un buon punto di partenza.	This is the place the British colonists chose for themselves, so if you are looking for evidence of the colonial past of this land, this is a good place to start.
The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.	Le Sundarbans sono la più ampia fascia litoranea di mangrovie a livello mondiale. Si estende per 80 km (50 mi) dalla costa nell'entroterra di Bangladesh e India.	I Sundarbans sono la più grande cintura di mangrovie litorale del mondo, che si estende per 80 km (50 mi) nell'entroterra bangladese e indiano dalla costa.	The Sundarbans are the largest coastal belt of mangroves worldwide. It extends for 80 km (50 mi) from the coast in the hinterland of Bangladesh and India.
The Sundarbans has been declared a UNESCO World Heritage Site. The part of the forest within Indian territory is called Sundarbans National Park.	Le Sundarbans sono state dichiarate patrimonio dell'umanità dall'UNESCO. La parte di foresta inclusa nel territorio indiano prende il nome di Sundarbans National Park.	I Sundarbans sono stati dichiarati Patrimonio dell'Umanità dall'UNESCO. La parte della foresta all'interno del territorio indiano si chiama Parco Nazionale dei Sundarbans.	The Sundarbans have been declared a World Heritage Site by UNESCO. The part of the forest included in the Indian territory is called Sundarbans National Park.
The forests aren't just mangrove swamps though — they include some of the last remaining stands of the mighty jungles which once covered the Gangetic plain.	Tuttavia, le foreste non sono solo costituite da paludi di mangrovie: in esse si trova anche ciò che resta delle imponenti giungle che un tempo ricoprivano la pianura del Gange.	Le foreste non sono solo paludi di mangrovie anche se includono alcune delle ultime bancarelle rimaste delle possenti giungle che un tempo coprivano la pianura del Gangetic.	However, the forests are not only made up of mangrove swamps: in them there is also what remains of the imposing jungles that once covered the plain of the Ganges.
The Sundarbans cover an area of 3,850 km², of which about one-third is covered in water/marsh areas.	Le Sundarbans ricoprono una superficie di 3.850 km², di cui circa un terzo è costituito da aree paludose.	I Sundarbans coprono un'area di 3.850 km2, di cui circa un terzo è coperto da acque/margherite.	The Sundarbans cover an area of 3,850 km2, of which about one third consists of swampy areas.
Since 1966 the Sundarbans have been a wildlife sanctuary, and it is estimated that there are now 400 Royal Bengal tigers and about 30,000 spotted deer in the area.	Dal 1966 le Sundarbans sono diventate un santuario per la fauna selvatica; nell'area si stima la presenza di 400 tigri reali del Bengala e di circa 30.000 cervi maculati.	Dal 1966 i Sundarbans sono stati un santuario della fauna selvatica, e si stima che ora ci sono 400 tigri del Bengala reale e circa 30.000 cervi macchiati nella zona.	Since 1966 the Sundarbans have become a sanctuary for wildlife; in the area is estimated the presence of 400 royal tigers of Bengal and about 30,000 spotted deer.
Buses depart the inter-district bus station (across the river) throughout the day, though most, especially those heading to the east and Jakar/Bumthang leave between 06:30 and 07:30.	Gli autobus partono dall'autostazione interdistrettuale (dall'altro lato del fiume) lungo tutto l'arco della giornata, anche se molti (soprattutto quelli diretti a est e a Jakar/Bumthang) partono tra le 06:30 e le 07:30.	Gli autobus partono dalla stazione degli autobus interdistretto (oltre il fiume) per tutto il giorno, anche se la maggior parte, soprattutto quelli diretti a est e Jakar/Bumthang partono tra le 06:30 e le 07:30.	Buses depart from the interdistrict bus station (on the other side of the river) throughout the day, although many (especially those heading east and Jakar/Bumthang) depart between 06:30 and 07:30.
As the inter-district buses are often full, it is advisable to purchase a ticket a few days in advance.	Poiché spesso gli autobus di servizio tra diversi distretti sono pieni, sarà bene acquistare il biglietto con qualche giorno di anticipo.	Poiché gli autobus interdistretto sono spesso pieni, è consigliabile acquistare un biglietto con qualche giorno di anticipo.	Since service buses between different districts are often full, it will be good to buy the ticket a few days in advance.
Most districts are served by small Japanese Coaster Buses, which are comfortable and sturdy.	La maggior parte dei quartieri sono raggiunti da comodi e robusti piccoli autobus giapponesi.	La maggior parte dei quartieri sono serviti da piccoli autobus giapponesi Coaster, che sono confortevoli e robusti.	Most neighborhoods are reached by comfortable and sturdy small Japanese buses.
Shared taxis are a quick and comfortable means to travel to nearby places, such as Paro (Nu 150) and Punakha (Nu 200).	I taxi condivisi sono un mezzo comodo e veloce per raggiungere le località vicine, tra cui Paro (150 Nu) e Punakha (200 Nu).	I taxi condivisi sono un mezzo veloce e confortevole per viaggiare nei luoghi vicini, come Paro (Nu 150) e Punakha (Nu 200).	Shared taxis are a convenient and fast way to reach nearby locations, including Paro (150 Nu) and Punakha (200 Nu).
The Oyapock River Bridge is a cable-stayed bridge. It spans the Oyapock River to link the cities of Oiapoque in Brazil and Saint-Georges de l'Oyapock in French Guiana.	Il ponte sul fiume Oyapock è un ponte strallato che congiunge la città di Oiapoque, in Brasile, a Saint-Georges de l'Oyapock, nella Guyana Francese.	Il ponte del fiume Oyapock è un ponte sospeso in funivia che attraversa il fiume Oyapock per collegare le città di Oiapoque in Brasile e Saint-Georges de l'Oyapock in Guyana francese.	The bridge over the Oyapock River is a narrow bridge connecting the city of Oiapoque, Brazil, to Saint-Georges de l'Oyapock, French Guyana.
The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide.	I suoi due tralicci hanno un'altezza di 83 metri, è lungo 378 metri e dispone di due corsie larghe 3,50 metri.	Le due torri salgono ad un'altezza di 83 metri, è lunga 378 metri ed ha due corsie di 3,50 m di larghezza.	Its two trellis have a height of 83 meters, it is 378 meters long and has two 3.50 meters wide lanes.
The vertical clearance under the bridge is 15 meters. Construction was completed in August 2011, it didn't open to traffic until March 2017.	Sotto il ponte lo spazio in verticale libero è di 15 metri. La costruzione è terminata nell'agosto del 2011, ma l'apertura al traffico è avvenuta solo nel marzo 2017.	Lo sgombero verticale sotto il ponte è di 15 metri. La costruzione è stata completata nell'agosto 2011, non è stata aperta al traffico fino a marzo 2017.	Under the bridge the free vertical space is 15 meters. The construction ended in August 2011, but the opening to traffic took place only in March 2017.
The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.	A settembre 2017, quando probabilmente i checkpoint doganali brasiliani saranno ultimati, il ponte dovrebbe essere totalmente funzionante.	Il ponte dovrebbe essere pienamente operativo nel settembre 2017, quando i posti di controllo doganali brasiliani dovrebbero essere terminati.	In September 2017, when Brazilian customs checkpoints are likely to be completed, the bridge should be fully functional.
The Guaraní were the most significant indigenous group inhabiting what is now Eastern Paraguay, living as semi-nomadic hunters who also practised subsistence agriculture.	I Guaraní sono stati il gruppo indigeno più importante che viveva nell'attuale Paraguay orientale. Erano cacciatori seminomadi e praticavano anche agricoltura di sussistenza.	I Guaraní erano il gruppo indigeno più significativo che abitava quello che oggi è il Paraguay orientale, vivendo come cacciatori seminomadi che praticavano anche l'agricoltura di sussistenza.	The Guaraní were the most important indigenous group living in the present eastern Paraguay. They were semi-nomadic hunters and they also practiced subsistence farming.
The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing.	La regione del Chaco era abitata da altri gruppi di tribù indigene come i Guaycuru e i Payaguá, che vivevano di caccia, raccolta e pesca.	La regione di Chaco era sede di altri gruppi di tribù indigene come Guaycurú e Payaguá, sopravvissuti con la caccia, la raccolta e la pesca.	The Chaco region was inhabited by other groups of indigenous tribes such as the Guaycuru and the Payaguá, who lived on hunting, harvesting and fishing.
In the 16th century Paraguay, formerly called "The Giant Province of the Indies", was born as a result of the encounter of Spanish conquerors with the native indigenous groups.	Il Paraguay, anticamente chiamato "La grande provincia delle Indie", nacque nel XVI secolo dall'incontro tra i conquistatori spagnoli e i gruppi indigeni nativi.	Nel 16 ° secolo Paraguay, precedentemente chiamato "La provincia gigante delle Indie," è nato come risultato dell'incontro dei conquistatori spagnoli con i gruppi indigeni.	Paraguay, formerly called "La grande provincia delle Indie," was born in the 16th century from the encounter between Spanish conquerors and native indigenous groups.
The Spaniards started the colonization period which lasted for three centuries.	Gli spagnoli diedero inizio ad un periodo che durò tre secoli, il periodo delle colonizzazioni.	Gli spagnoli iniziarono il periodo di colonizzazione che durò per tre secoli.	The Spaniards began a period that lasted three centuries, the period of colonizations.
Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.	Fin dalla fondazione di Asunción, avvenuta nel 1537, il Paraguay è stato in grado di mantenere gran parte della sua identità e delle sue peculiarità autoctone.	Dalla fondazione di Asunción nel 1537, il Paraguay è riuscito a mantenere molto del suo carattere indigeno e identità.	Since the foundation of Asunción in 1537, Paraguay has been able to maintain much of its identity and its autochthonous peculiarities.
Argentina is well known for having one of the best polo teams and players in the world.	Tutti sanno che l'Argentina vanta una delle migliori squadre e i migliori giocatori di polo al mondo.	L'Argentina è famosa per avere una delle migliori squadre di polo e giocatori al mondo.	Everyone knows that Argentina boasts one of the best teams and the best polo players in the world.
The largest tournament of the year takes place in December at the polo fields in Las Cañitas.	A dicembre, nei campi di polo di Las Cañitas, si svolge il torneo più importante dell'anno.	Il più grande torneo dell'anno si svolge a dicembre nei campi di polo a Las Cañitas.	In December, in the polo fields of Las Cañitas, the most important tournament of the year takes place.
Smaller tournaments and matches can also be seen here at other times of the year.	Qui si può assistere a tornei minori e partite anche in altri momenti dell'anno.	Tornei più piccoli e partite possono essere visti anche qui in altri periodi dell'anno.	Here you can watch smaller tournaments and games at other times of the year.
For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.	Per ricevere informazioni sui tornei e sull'acquisto dei biglietti per le partite di polo occorre rivolgersi alla Asociacion Argentina de Polo.	Per notizie sui tornei e dove acquistare i biglietti per le partite di polo, controllare Asociacion Argentina de Polo.	To receive information about the tournaments and the purchase of tickets for polo matches, please contact Asociacion Argentina de Polo.
The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).	Le Falkland hanno la loro moneta ufficiale, la sterlina delle Falkland (FKP), il cui valore equivale a quello della sterlina britannica (GBP).	La moneta ufficiale delle Falkland è la sterlina Falkland (FKP) il cui valore è pari a quello di una sterlina britannica (GBP).	The Falklands have their official currency, the Falkland pound (FKP), the value of which is equivalent to that of the British pound (GBP).
Money can be exchanged at the only bank in the islands which is located in Stanley across from the FIC West store.	L'unica banca delle isole, situata a Stanley di fronte al negozio FIC West, offre il servizio di cambio valuta.	I soldi possono essere scambiati presso l'unica banca nelle isole che si trova a Stanley di fronte al negozio FIC West.	The only bank of the islands, located in Stanley opposite the FIC West shop, offers currency exchange service.
British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.	Le sterline britanniche in genere sono accettate ovunque sulle isole. A Stanley spesso si può pagare anche con carte di credito e dollari statunitensi.	Le sterline inglesi saranno generalmente accettate ovunque nelle isole e all'interno delle carte di credito Stanley e dollari degli Stati Uniti sono anche spesso accettati.	UK pounds are generally accepted everywhere on the islands. At Stanley you can often pay even with US credit cards and dollars.
On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.	È probabile che sulle isole periferiche non accettino le carte di credito, benché le valute britanniche e statunitensi possano essere accolte. Controllare anticipatamente con i proprietari per decidere un metodo di pagamento accettabile.	Sulle isole periferiche le carte di credito probabilmente non saranno accettate, anche se la valuta britannica e gli Stati Uniti possono essere prese; controllare con i proprietari in anticipo per determinare che cosa è un metodo di pagamento accettabile.	It is likely that on the outlying islands they will not accept credit cards, although British and US currencies can be accepted. Check in advance with owners to decide on an acceptable payment method.
It is nearly impossible to exchange Falklands currency outside of the islands, so exchange money prior to leaving the islands.	È pressoché impossibile scambiare la valuta delle Falkland fuori dalle isole, per cui cambiate i soldi prima di ripartire.	E 'quasi impossibile cambiare la valuta Falkland al di fuori delle isole, in modo da cambiare denaro prima di lasciare le isole.	It is almost impossible to exchange the Falklands currency outside the islands, so change the money before you leave.
Since Montevideo is south of the Equator, it is summer there when it's winter in the Northern Hemisphere and vice versa.	Dal momento che Montevideo è a sud dell'Equatore, li è estate quando nell'emisfero nord è inverno e viceversa.	Dal momento che Montevideo è a sud dell'equatore, è estate lì quando è inverno nell'emisfero settentrionale e viceversa.	Since Montevideo is south of the Equator, there is summer when in the northern hemisphere it is winter and vice versa.
Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.	Montevideo è situata nella regione subtropicale; durante i mesi estivi le temperature oltre i 30°C sono piuttosto normali.	Montevideo è nei subtropici; nei mesi estivi sono comuni temperature superiori a +30°C.	Montevideo is located in the subtropical region; during the summer months temperatures above 30°C are quite normal.
The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says.	L’inverno può essere ingannevolmente freddo: raramente le temperature arrivano sotto lo zero, ma la combinazione di vento e umidità dà la sensazione di una temperatura inferiore a quella segnata dal termometro.	L'inverno può essere ingannevolmente freddo: le temperature raramente vanno al di sotto del congelamento, ma il vento e l'umidità si combinano per farlo sentire più freddo di quello che dice il termometro.	Winter can be deceptively cold: temperatures rarely reach below zero, but the combination of wind and humidity gives the feeling of a temperature lower than the temperature indicated by the thermometer.
There are no particular "rainy" and "dry" seasons: the amount of rain stays roughly the same throughout the year.	Non ci sono stagioni "secche" e "piovose" definite: la quantità di pioggia si mantiene pressoché costante tutto l'anno.	Non ci sono stagioni particolari "pioggianti" e "secche": la quantità di pioggia rimane approssimativamente la stessa durante tutto l'anno.	There are no "dry" and "rainy" seasons defined: the amount of rain is kept almost constant all year round.
Though many of the animals in the park are used to seeing humans, the wildlife is nonetheless wild and should not be fed or disturbed.	Anche se molti degli animali del parco sono abituati alla vista dell'uomo, la fauna è pur sempre selvatica e non deve essere alimentata né disturbata.	Anche se molti degli animali del parco sono abituati a vedere gli esseri umani, la fauna selvatica è comunque selvaggia e non dovrebbe essere nutrita o disturbata.	Although many of the animals in the park are used to the sight of man, wildlife is still wild and must not be fed or disturbed.
According to park authorities, stay at least 100 yards/meters away from bears and wolves and 25 yards/meters from all other wild animals!	Le autorità del parco raccomandano di mantenere una distanza di almeno 100 iarde/metri da orsi e lupi e una distanza di 25 iarde/metri da tutti gli altri animali selvatici.	Secondo le autorità del parco, rimanere almeno 100 metri di distanza da orsi e lupi e 25 metri / metri da tutti gli altri animali selvatici!	The park authorities recommend maintaining a distance of at least 100 yards/metres from bears and wolves and a distance of 25 yards/metres from all other wild animals.
